,location,bhk,total_area,bath,balcony,price,price_per_sqft
8917,other,4,3600.0,4.0,1.0,1500000.0,416.6666666666667
8918,other,4,3500.0,3.0,3.0,2250000.0,642.8571428571429
8919,other,3,1595.0,3.0,2.0,380000.0,238.24451410658307
8920,other,2,1093.0,2.0,2.0,325000.0,297.34675205855444
8921,other,2,1367.0,2.0,2.0,310000.0,226.77395757132408
8923,other,3,1535.0,3.0,1.0,475000.0,309.44625407166126
8924,other,2,1015.0,2.0,1.0,225000.0,221.67487684729065
8925,other,2,1100.0,2.0,1.0,313500.0,285.0
8926,other,2,930.0,2.0,1.0,225000.0,241.93548387096774
8927,other,3,1650.0,2.0,2.0,400000.0,242.42424242424244
8928,other,1,700.0,1.0,0.0,750000.0,1071.4285714285713
8929,other,3,2197.0,4.0,3.0,1400000.0,637.2325898953118
8930,other,3,1240.0,2.0,2.0,230000.0,185.48387096774192
8931,other,2,1100.0,2.0,1.0,300000.0,272.72727272727275
8932,other,4,1600.0,3.0,1.0,860000.0,537.5
8933,other,3,1450.0,2.0,2.0,425000.0,293.1034482758621
8934,other,4,2000.0,3.0,1.0,830000.0,415.0
8935,other,2,1420.0,1.0,0.0,1100000.0,774.6478873239437
8936,other,2,700.0,2.0,0.0,135000.0,192.85714285714286
8937,other,2,1050.0,2.0,1.0,225000.0,214.28571428571428
8938,other,3,1250.0,3.0,3.0,197500.0,158.0
8939,other,3,1756.0,3.0,3.0,500000.0,284.7380410022779
8940,other,3,1532.0,3.0,3.0,460000.0,300.2610966057441
8941,other,3,1650.0,3.0,0.0,550000.0,333.3333333333333
8942,other,2,1200.0,2.0,2.0,330000.0,275.0
8943,other,2,1010.0,2.0,3.0,740000.0,732.6732673267327
8944,other,2,1180.0,2.0,2.0,240000.0,203.38983050847457
8945,other,3,1525.0,2.0,3.0,610000.0,400.0
8946,other,3,1435.0,3.0,3.0,350000.0,243.90243902439025
8948,other,3,1560.0,2.0,3.0,330000.0,211.53846153846155
8949,other,2,1070.0,2.0,2.0,210000.0,196.26168224299064
8950,other,4,2400.0,3.0,1.0,1000000.0,416.6666666666667
8951,other,2,1000.0,2.0,1.0,650000.0,650.0
8952,other,2,1300.0,2.0,1.0,300000.0,230.76923076923077
8953,other,2,3040.0,1.0,1.0,900000.0,296.05263157894734
8954,other,3,1310.0,2.0,3.0,250000.0,190.83969465648855
8955,other,3,1390.0,3.0,1.0,600000.0,431.6546762589928
8956,other,4,1200.0,4.0,2.0,360000.0,300.0
8957,other,2,1135.0,2.0,2.0,340000.0,299.5594713656388
8958,other,2,900.0,2.0,1.0,275000.0,305.55555555555554
8959,other,3,1378.0,2.0,3.0,211650.0,153.5921625544267
8960,other,2,1210.0,2.0,2.0,310000.0,256.198347107438
8961,other,3,1464.0,3.0,2.0,280000.0,191.2568306010929
8962,other,3,2500.0,3.0,1.0,1250000.0,500.0
8963,other,3,2200.0,4.0,1.0,1750000.0,795.4545454545455
8964,other,3,1600.0,3.0,0.0,400000.0,250.0
8965,other,3,1250.0,3.0,1.0,197500.0,158.0
8966,other,2,1100.0,2.0,2.0,250000.0,227.27272727272728
8967,other,2,1269.72,2.0,2.0,340000.0,267.7755725671802
8968,other,3,1168.0,3.0,0.0,350000.0,299.6575342465753
8969,other,2,1552.0,2.0,1.0,255000.0,164.3041237113402
8970,other,4,2100.0,4.0,1.0,775000.0,369.04761904761904
8971,other,2,1300.0,2.0,2.0,325000.0,250.0
8973,other,3,1515.0,3.0,3.0,469650.00000000006,310.00000000000006
8974,other,4,2400.0,5.0,1.0,425000.0,177.08333333333334
8975,other,2,1243.0,2.0,1.0,290000.0,233.3065164923572
8976,other,3,1616.0,3.0,1.0,375000.0,232.05445544554456
8977,other,5,1800.0,6.0,0.0,222500.0,123.61111111111111
8979,other,6,2700.0,4.0,2.0,1070000.0,396.2962962962963
8980,other,3,2000.0,3.0,2.0,1050000.0,525.0
8981,other,5,2400.0,4.0,1.0,1500000.0,625.0
8982,other,3,1760.0,3.0,3.0,880000.0,500.0
8983,other,1,595.0,1.0,1.0,210000.0,352.94117647058823
8984,other,2,1410.0,2.0,3.0,335000.0,237.5886524822695
8985,other,2,1090.0,2.0,1.0,157400.0,144.40366972477065
8986,other,2,1254.0,2.0,1.0,265000.0,211.3237639553429
8987,other,7,2800.0,7.0,2.0,625000.0,223.21428571428572
8988,other,2,1170.0,2.0,2.0,430000.0,367.5213675213675
8989,other,4,2200.0,4.0,3.0,1175000.0,534.0909090909091
8990,other,2,1000.0,2.0,1.0,250000.0,250.0
8991,other,4,2780.0,5.0,2.0,2400000.0,863.3093525179856
8993,other,4,1700.0,2.0,1.0,2750000.0,1617.6470588235295
8994,other,2,920.0,2.0,0.0,175000.0,190.2173913043478
8995,other,2,1450.0,1.0,0.0,1150000.0,793.1034482758621
8996,other,4,2400.0,3.0,2.0,710000.0,295.8333333333333
8998,other,5,2400.0,5.0,1.0,3125000.0,1302.0833333333333
9000,other,3,1464.0,3.0,2.0,280000.0,191.2568306010929
9001,other,2,1280.0,2.0,2.0,200000.0,156.25
9004,other,3,2000.0,3.0,2.0,425000.0,212.5
9005,other,3,1650.0,3.0,3.0,875000.0,530.3030303030303
9006,other,2,840.0,2.0,2.0,135000.0,160.71428571428572
9007,other,3,1670.0,3.0,3.0,459300.0,275.02994011976045
9008,other,2,1242.0,2.0,3.0,198500.0,159.82286634460547
9009,other,3,1690.0,2.0,2.0,275000.0,162.72189349112426
9011,other,3,1488.0,3.0,1.0,285000.0,191.53225806451613
9012,other,3,1250.0,2.0,1.0,400000.0,320.0
9014,other,3,1650.0,4.0,1.0,800000.0,484.8484848484849
9015,other,2,800.0,2.0,3.0,250000.0,312.5
9016,other,2,1225.0,2.0,2.0,750000.0,612.2448979591836
9017,other,2,1260.0,2.0,2.0,290000.0,230.15873015873015
9018,other,4,3675.0,4.0,3.0,1835000.0,499.31972789115645
9019,other,2,1200.0,2.0,2.0,750000.0,625.0
9021,other,2,1250.0,2.0,2.0,325000.0,260.0
9023,other,2,1225.0,2.0,2.0,240000.0,195.91836734693877
9024,other,2,1350.0,2.0,1.0,400000.0,296.2962962962963
9025,other,3,2000.0,3.0,1.0,500000.0,250.0
9026,other,3,1614.0,3.0,1.0,550000.0,340.76827757125153
9028,other,2,1188.0,2.0,3.0,365000.0,307.2390572390572
9029,other,3,52272.0,2.0,1.0,700000.0,13.391490664217937
9030,other,3,1480.0,3.0,2.0,450000.0,304.05405405405406
9031,other,2,680.0,2.0,0.0,210000.0,308.8235294117647
9032,other,2,2400.0,2.0,1.0,475000.0,197.91666666666666
9033,other,2,1045.0,2.0,2.0,210000.0,200.95693779904306
9034,other,2,955.0,2.0,3.0,267750.0,280.36649214659684
9035,other,2,1115.0,2.0,2.0,284350.0,255.02242152466368
9036,other,3,2479.13,3.0,1.0,1075000.0,433.61985857942096
9037,other,2,1100.0,2.0,0.0,530000.0,481.8181818181818
9038,other,3,1690.0,3.0,1.0,375000.0,221.89349112426035
9039,other,2,1068.0,2.0,1.0,200250.0,187.5
9040,other,3,1925.0,3.0,2.0,600000.0,311.68831168831167
9041,other,1,650.0,1.0,1.0,130000.0,200.0
9043,other,3,1410.0,2.0,2.0,225600.0,160.0
9044,other,3,2000.0,3.0,3.0,1035000.0,517.5
9045,other,2,1050.0,2.0,0.0,550000.0,523.8095238095239
9046,other,3,1130.0,3.0,1.0,190000.0,168.141592920354
9047,other,3,2204.0,2.0,3.0,1525000.0,691.9237749546279
9048,other,2,900.0,2.0,1.0,225000.0,250.0
9049,other,3,1550.0,2.0,3.0,350000.0,225.80645161290323
9050,other,2,916.0,2.0,1.0,210000.0,229.25764192139738
9051,other,3,1358.0,3.0,3.0,250000.0,184.0942562592047
9052,other,3,1936.0,2.0,2.0,271050.0,140.0051652892562
9054,other,3,1685.0,2.0,1.0,550000.0,326.40949554896144
9055,other,2,850.0,2.0,1.0,165000.0,194.11764705882354
9056,other,3,1550.0,3.0,3.0,550000.0,354.83870967741933
9057,other,1,500.0,1.0,0.0,100000.0,200.0
9058,other,2,1146.0,2.0,1.0,192500.0,167.97556719022688
9059,other,3,3155.0,4.0,2.0,1850000.0,586.3708399366086
9060,other,3,1765.0,3.0,3.0,525000.0,297.4504249291785
9061,other,2,1265.0,2.0,3.0,350000.0,276.6798418972332
9062,other,2,1012.0,2.0,1.0,295000.0,291.501976284585
9063,other,3,2045.0,4.0,3.0,770000.0,376.5281173594132
9064,other,7,4400.0,9.0,1.0,600000.0,136.36363636363637
9065,other,6,2400.0,4.0,2.0,1400000.0,583.3333333333334
9066,other,1,581.91,2.0,1.0,125000.0,214.8098503204963
9067,other,3,1158.0,2.0,2.0,425000.0,367.01208981001724
9068,other,2,925.0,2.0,2.0,255000.0,275.6756756756757
9069,other,2,1415.0,2.0,3.0,550000.0,388.69257950530033
9070,other,2,1210.0,2.0,2.0,300000.0,247.93388429752065
9073,other,2,1100.0,2.0,2.0,275000.0,250.0
9074,other,4,4750.0,5.0,1.0,3000000.0,631.578947368421
9075,other,3,1350.0,3.0,3.0,975000.0,722.2222222222222
9076,other,4,2400.0,5.0,2.0,1750000.0,729.1666666666666
9077,other,3,1840.0,3.0,2.0,775000.0,421.19565217391306
9078,other,2,1350.0,2.0,1.0,925000.0,685.1851851851852
9079,other,2,824.0,2.0,0.0,300000.0,364.07766990291265
9080,other,3,1340.0,2.0,1.0,500000.0,373.13432835820896
9081,other,3,1620.0,2.0,1.0,550000.0,339.5061728395062
9082,other,3,1533.0,3.0,2.0,575000.0,375.0815394651011
9083,other,4,2800.0,3.0,2.0,2500000.0,892.8571428571429
9084,other,3,1560.0,3.0,2.0,425000.0,272.43589743589746
9086,other,3,1375.0,2.0,3.0,240300.0,174.76363636363635
9087,other,1,750.0,1.0,2.0,125000.0,166.66666666666666
9088,other,3,1375.0,2.0,3.0,425000.0,309.09090909090907
9089,other,3,3800.0,3.0,0.0,2900000.0,763.1578947368421
9090,other,2,1095.0,2.0,0.0,200000.0,182.64840182648402
9092,other,3,1440.0,2.0,2.0,301650.0,209.47916666666666
9093,other,2,1200.0,2.0,1.0,247500.0,206.25
9094,other,2,975.0,2.0,1.0,215000.0,220.51282051282053
9097,other,5,2800.0,4.0,2.0,1000000.0,357.14285714285717
9098,other,2,900.0,2.0,2.0,210000.0,233.33333333333334
9099,other,3,1500.0,3.0,2.0,440000.0,293.3333333333333
9100,other,2,1010.0,2.0,2.0,230000.0,227.72277227722773
9102,other,2,1140.0,2.0,1.0,380000.0,333.3333333333333
9103,other,2,1198.0,2.0,1.0,420000.0,350.58430717863104
9104,other,4,4000.0,4.0,1.0,2600000.0,650.0
9105,other,4,1470.0,4.0,2.0,172500.0,117.34693877551021
9106,other,2,1370.0,2.0,2.0,375000.0,273.7226277372263
9107,other,2,1316.0,2.0,3.0,277500.0,210.8662613981763
9108,other,2,1050.0,2.0,1.0,215000.0,204.76190476190476
9109,other,2,3000.0,2.0,0.0,2550000.0,850.0
9110,other,6,2400.0,7.0,2.0,550000.0,229.16666666666666
9111,other,2,1000.0,1.0,1.0,275000.0,275.0
9112,other,2,1200.0,2.0,2.0,625000.0,520.8333333333334
9113,other,2,1200.0,2.0,2.0,250000.0,208.33333333333334
9114,other,2,1313.0,2.0,1.0,291350.0,221.8964204112719
9115,other,2,936.0,2.0,2.0,210000.0,224.35897435897436
9116,other,1,1050.0,1.0,1.0,350000.0,333.3333333333333
9117,other,3,1200.0,2.0,0.0,400000.0,333.3333333333333
9118,other,3,1464.0,3.0,2.0,280000.0,191.2568306010929
9119,other,4,1200.0,4.0,3.0,845000.0,704.1666666666666
9120,other,2,1256.0,2.0,1.0,300000.0,238.8535031847134
9121,other,2,1020.0,2.0,1.0,185000.0,181.37254901960785
9122,other,3,3025.0,3.0,0.0,2500000.0,826.4462809917355
9123,other,2,830.0,2.0,0.0,170000.0,204.81927710843374
9124,other,4,3200.0,4.0,2.0,6000000.0,1875.0
9125,other,2,1210.0,2.0,2.0,200000.0,165.28925619834712
9126,other,3,1865.0,3.0,3.0,1750000.0,938.3378016085791
9127,other,2,1520.0,2.0,3.0,310000.0,203.94736842105263
9128,other,3,2300.0,3.0,1.0,400000.0,173.91304347826087
9129,other,1,400.0,1.0,0.0,70000.0,175.0
9131,other,2,946.0,2.0,1.0,190000.0,200.84566596194503
9132,other,5,1575.0,4.0,0.0,750000.0,476.1904761904762
9133,other,2,860.0,1.0,1.0,215000.0,250.0
9134,other,4,3750.0,3.0,1.0,2750000.0,733.3333333333334
9135,other,4,4800.0,5.0,3.0,3145000.0,655.2083333333334
9136,other,2,1200.0,2.0,2.0,350000.0,291.6666666666667
9138,other,3,1700.0,3.0,1.0,400000.0,235.2941176470588
9139,other,2,1100.0,2.0,1.0,300000.0,272.72727272727275
9140,other,5,6040.0,4.0,1.0,850000.0,140.72847682119206
9141,other,2,1300.0,2.0,1.0,395000.0,303.84615384615387
9142,other,2,1311.0,2.0,2.0,240000.0,183.06636155606407
9143,other,4,3500.0,4.0,3.0,1750000.0,500.0
9144,other,3,1400.0,2.0,2.0,275000.0,196.42857142857142
9145,other,3,1000.0,2.0,0.0,550000.0,550.0
9147,other,3,1942.0,3.0,2.0,510000.0,262.615859938208
9148,other,2,1000.0,2.0,2.0,265000.0,265.0
9149,other,5,3000.0,6.0,3.0,5000000.0,1666.6666666666667
9150,other,2,950.0,2.0,2.0,225000.0,236.8421052631579
9151,other,2,1022.0,2.0,2.0,260000.0,254.40313111545987
9152,other,4,2000.0,3.0,2.0,125000.0,62.5
9153,other,2,990.0,2.0,1.0,222750.0,225.0
9154,other,3,2400.0,3.0,1.0,1300000.0,541.6666666666666
9155,other,3,2770.0,3.0,1.0,2300000.0,830.3249097472924
9156,other,3,1533.0,3.0,2.0,425000.0,277.2341813437704
9157,other,6,2400.0,8.0,2.0,3250000.0,1354.1666666666667
9159,other,3,1475.0,3.0,2.0,350000.0,237.28813559322035
9160,other,2,1135.0,2.0,3.0,275000.0,242.2907488986784
9162,other,3,1200.0,3.0,3.0,1125000.0,937.5
9163,other,2,1452.55,2.0,3.0,550000.0,378.64445285876565
9164,other,3,2357.0,3.0,2.0,755000.0,320.3224437844718
9165,other,2,1170.0,2.0,3.0,525000.0,448.71794871794873
9167,other,3,1411.0,3.0,2.0,458600.0,325.0177179305457
9168,other,2,1200.0,3.0,2.0,220000.0,183.33333333333334
9169,other,3,3095.0,3.0,3.0,1875000.0,605.815831987076
9170,other,2,1350.0,2.0,1.0,337500.0,250.0
9171,other,3,1100.0,3.0,1.0,390000.0,354.54545454545456
9172,other,2,1240.0,2.0,1.0,218950.0,176.57258064516128
9173,other,4,3600.0,4.0,1.0,1825000.0,506.94444444444446
9174,other,2,1175.0,2.0,2.0,241350.00000000003,205.40425531914897
9175,other,4,4000.0,4.0,3.0,850000.0,212.5
9176,other,3,1945.0,3.0,3.0,600000.0,308.48329048843186
9177,other,3,1465.0,2.0,3.0,373600.0,255.0170648464164
9178,other,3,1650.0,3.0,1.0,825000.0,500.0
9179,other,4,1500.0,5.0,1.0,1150000.0,766.6666666666666
9180,other,3,1550.0,2.0,1.0,750000.0,483.8709677419355
9181,other,3,1360.0,2.0,1.0,296350.0,217.90441176470588
9182,other,3,1150.0,2.0,1.0,375000.0,326.0869565217391
9183,other,3,1200.0,3.0,1.0,370000.0,308.3333333333333
9184,other,3,1229.0,3.0,1.0,430150.0,350.0
9185,other,2,1030.0,2.0,3.0,305000.0,296.11650485436894
9186,other,1,600.0,1.0,0.0,160000.0,266.6666666666667
9187,other,4,2720.0,4.0,1.0,2425000.0,891.5441176470588
9188,other,2,1165.0,2.0,1.0,675000.0,579.3991416309013
9189,other,2,1107.0,2.0,2.0,165000.0,149.05149051490514
9190,other,3,1520.0,3.0,3.0,400000.0,263.1578947368421
9191,other,4,3000.0,4.0,2.0,1200000.0,400.0
9192,other,2,1050.0,2.0,1.0,190000.0,180.95238095238096
9193,other,2,1315.0,2.0,2.0,450000.0,342.20532319391634
9194,other,2,1210.0,2.0,2.0,360000.0,297.5206611570248
9196,other,3,1215.0,3.0,1.0,211000.0,173.66255144032922
9197,other,4,30000.0,4.0,1.0,10500000.0,350.0
9198,other,3,1445.0,3.0,2.0,320000.0,221.45328719723184
9199,other,2,1170.0,2.0,2.0,340000.0,290.5982905982906
9201,other,2,1600.0,2.0,2.0,550000.0,343.75
9202,other,4,2400.0,4.0,1.0,3500000.0,1458.3333333333333
9203,other,2,955.0,1.0,2.0,170050.0,178.0628272251309
9204,other,3,1370.0,2.0,2.0,375000.0,273.7226277372263
9205,other,2,1187.0,2.0,2.0,225000.0,189.55349620893008
9207,other,3,1980.0,3.0,2.0,1120000.0,565.6565656565657
9208,other,2,1100.0,2.0,1.0,192250.0,174.77272727272728
9209,other,3,1700.0,3.0,1.0,485000.0,285.29411764705884
9210,other,3,1900.0,3.0,3.0,800000.0,421.05263157894734
9211,other,3,1360.0,3.0,3.0,275000.0,202.2058823529412
9212,other,2,1100.0,2.0,1.0,375000.0,340.90909090909093
9213,other,3,1929.0,3.0,2.0,575000.0,298.08190772420943
9214,other,4,3161.0,4.0,3.0,1070000.0,338.5004745333755
9215,other,2,1020.0,2.0,2.0,200000.0,196.07843137254903
9216,other,3,3515.0,3.0,1.0,2100000.0,597.4395448079658
9217,other,2,1051.0,2.0,1.0,165000.0,156.99333967649858
9219,other,2,1100.0,2.0,1.0,350000.0,318.1818181818182
9220,other,7,2400.0,7.0,3.0,1775000.0,739.5833333333334
9221,other,3,1455.0,2.0,2.0,280000.0,192.43986254295532
9222,other,4,4200.0,4.0,2.0,1275000.0,303.57142857142856
9223,other,2,1200.0,2.0,0.0,275000.0,229.16666666666666
9224,other,1,700.0,1.0,1.0,205000.0,292.85714285714283
9225,other,3,1300.0,2.0,1.0,245000.0,188.46153846153845
9226,other,2,1400.0,2.0,1.0,335000.0,239.28571428571428
9227,other,2,1200.0,2.0,0.0,265000.0,220.83333333333334
9228,other,3,1535.0,3.0,1.0,275000.0,179.1530944625407
9229,other,3,3000.0,3.0,0.0,1250000.0,416.6666666666667
9230,other,2,1100.0,2.0,3.0,305000.0,277.27272727272725
9231,other,1,1260.0,1.0,0.0,205000.0,162.6984126984127
9232,other,1,1500.0,1.0,0.0,187500.0,125.0
9233,other,1,600.0,1.0,1.0,85000.0,141.66666666666666
9234,other,3,1360.0,2.0,2.0,325000.0,238.97058823529412
9235,other,2,1165.0,2.0,2.0,375000.0,321.88841201716735
9236,other,3,1272.0,4.0,0.0,375000.0,294.811320754717
9237,other,2,965.0,2.0,1.0,225000.0,233.16062176165804
9238,other,5,1600.0,5.0,2.0,700000.0,437.5
9239,other,2,780.0,2.0,2.0,125000.0,160.25641025641025
9240,other,3,1000.0,2.0,1.0,325000.0,325.0
9241,other,2,1121.0,2.0,1.0,218600.0,195.00446030330062
9242,other,3,2400.0,4.0,2.0,1625000.0,677.0833333333334
9243,other,2,674.0,1.0,1.0,99500.0,147.62611275964392
9244,other,2,1463.0,1.0,1.0,710000.0,485.30416951469584
9245,other,3,1306.0,2.0,2.0,290000.0,222.052067381317
9246,other,3,2401.0,3.0,2.0,925000.0,385.256143273636
9247,other,3,1875.0,2.0,3.0,1175000.0,626.6666666666666
9249,other,2,1225.0,2.0,2.0,235000.0,191.83673469387756
9252,other,1,890.0,1.0,1.0,375000.0,421.34831460674155
9253,other,2,1110.0,2.0,2.0,255000.0,229.72972972972974
9254,other,2,1300.0,2.0,0.0,270000.0,207.69230769230768
9256,other,3,2400.0,3.0,2.0,1450000.0,604.1666666666666
9257,other,2,960.0,2.0,2.0,160000.0,166.66666666666666
9258,other,3,1690.0,3.0,2.0,500000.0,295.85798816568047
9259,other,2,799.0,2.0,1.0,190000.0,237.79724655819774
9260,other,3,1355.0,3.0,1.0,305000.0,225.09225092250924
9261,other,2,1350.0,2.0,0.0,450000.0,333.3333333333333
9262,other,3,1460.0,3.0,2.0,440000.0,301.36986301369865
9263,other,3,1685.0,3.0,2.0,475000.0,281.8991097922849
9265,other,1,800.0,1.0,0.0,260000.0,325.0
9266,other,4,4000.0,5.0,1.0,1400000.0,350.0
9268,other,2,1100.0,2.0,1.0,265000.0,240.9090909090909
9269,other,2,792.0,2.0,1.0,350000.0,441.9191919191919
9270,other,5,2000.0,4.0,1.0,515000.0,257.5
9272,other,2,1147.0,2.0,1.0,270000.0,235.39668700959024
9273,other,5,2400.0,5.0,2.0,1175000.0,489.5833333333333
9274,other,3,2100.0,3.0,1.0,375000.0,178.57142857142858
9275,other,3,1215.0,2.0,2.0,232500.0,191.35802469135803
9276,other,1,461.82,1.0,1.0,158500.0,343.2073102074401
9277,other,3,1500.0,2.0,0.0,425000.0,283.3333333333333
9278,other,2,1065.0,2.0,3.0,250000.0,234.7417840375587
9279,other,2,1205.0,2.0,2.0,210900.0,175.0207468879668
9280,other,2,1260.0,2.0,1.0,375000.0,297.6190476190476
9282,other,2,1199.0,2.0,2.0,250000.0,208.5070892410342
9284,other,10,12000.0,12.0,1.0,2625000.0,218.75
9286,other,2,1070.0,2.0,2.0,165000.0,154.20560747663552
9288,other,3,2820.0,3.0,1.0,1425000.0,505.3191489361702
9289,other,3,1950.0,3.0,2.0,650000.0,333.3333333333333
9290,other,2,1326.0,2.0,1.0,310850.0,234.42684766214177
9291,other,3,1350.0,2.0,2.0,700000.0,518.5185185185185
9293,other,4,4051.0,4.0,3.0,1725000.0,425.82078499136014
9294,other,4,1200.0,4.0,2.0,1750000.0,1458.3333333333333
9295,other,5,8321.0,5.0,3.0,13500000.0,1622.401153707487
9296,other,3,2100.0,3.0,3.0,850000.0,404.76190476190476
9298,other,3,1991.0,3.0,2.0,800000.0,401.80813661476645
9299,other,2,1234.0,2.0,1.0,305000.0,247.1636952998379
9300,other,3,1200.0,3.0,2.0,330000.0,275.0
9301,other,3,2220.0,4.0,2.0,325000.0,146.3963963963964
9302,other,4,3000.0,4.0,3.0,1710000.0,570.0
9303,other,6,2400.0,6.0,1.0,1225000.0,510.4166666666667
9304,other,2,1069.0,2.0,1.0,275000.0,257.2497661365762
9305,other,2,1375.0,2.0,1.0,525000.0,381.8181818181818
9306,other,3,1693.0,3.0,2.0,540000.0,318.96042528056705
9307,other,2,1160.0,2.0,1.0,208750.0,179.95689655172413
9308,other,3,1200.0,3.0,0.0,1000000.0,833.3333333333334
9309,other,2,900.0,2.0,1.0,225000.0,250.0
9310,other,2,1175.0,2.0,1.0,240000.0,204.25531914893617
9311,other,2,1200.0,2.0,2.0,250000.0,208.33333333333334
9312,other,2,600.0,2.0,1.0,115000.0,191.66666666666666
9313,other,2,1364.0,2.0,2.0,350000.0,256.59824046920824
9314,other,3,1150.0,2.0,2.0,387500.0,336.95652173913044
9315,other,2,1146.0,2.0,1.0,197500.0,172.3385689354276
9316,other,2,1110.0,2.0,2.0,205000.0,184.6846846846847
9317,other,2,1156.0,2.0,2.0,247500.0,214.10034602076124
9318,other,2,1058.0,2.0,2.0,300000.0,283.5538752362949
9320,other,1,900.0,1.0,1.0,150000.0,166.66666666666666
9321,other,3,1672.0,3.0,2.0,750000.0,448.5645933014354
9322,other,3,1500.0,2.0,2.0,325000.0,216.66666666666666
9323,other,2,1400.0,2.0,2.0,325000.0,232.14285714285714
9324,other,3,1250.0,3.0,2.0,695000.0,556.0
9325,other,2,1468.0,3.0,2.0,650000.0,442.77929155313353
9326,other,2,1166.0,2.0,1.0,265000.0,227.27272727272728
9327,other,2,900.0,2.0,3.0,230000.0,255.55555555555554
9328,other,3,1190.0,3.0,1.0,275000.0,231.0924369747899
9329,other,3,1480.0,2.0,0.0,725000.0,489.86486486486484
9330,other,3,1500.0,3.0,2.0,325000.0,216.66666666666666
9331,other,2,820.0,2.0,2.0,120000.0,146.34146341463415
9333,other,3,2280.0,3.0,1.0,1425000.0,625.0
9334,other,3,2000.0,3.0,2.0,1000000.0,500.0
9335,other,3,1033.0,2.0,2.0,160000.0,154.88867376573089
9336,other,3,1460.0,2.0,3.0,365000.0,250.0
9337,other,3,1080.0,2.0,2.0,375000.0,347.22222222222223
9338,other,3,2400.0,2.0,1.0,750000.0,312.5
9341,other,2,1070.0,2.0,1.0,175000.0,163.55140186915887
9342,other,2,1125.0,2.0,1.0,375000.0,333.3333333333333
9343,other,3,1596.0,3.0,0.0,475000.0,297.6190476190476
9346,other,3,1639.0,3.0,3.0,615000.0,375.22879804759
9347,other,2,920.0,2.0,3.0,185000.0,201.08695652173913
9348,other,3,1740.0,3.0,2.0,995000.0,571.8390804597701
9349,other,3,1372.0,2.0,1.0,450000.0,327.9883381924198
9350,other,2,885.0,2.0,3.0,200000.0,225.98870056497177
9351,other,5,6200.0,5.0,1.0,3600000.0,580.6451612903226
9352,other,3,1490.0,2.0,1.0,298000.0,200.0
9353,other,4,1650.0,4.0,0.0,495000.0,300.0
9354,other,2,925.0,2.0,2.0,315000.0,340.5405405405405
9355,other,4,1200.0,3.0,1.0,475000.0,395.8333333333333
9357,other,2,1200.0,2.0,0.0,395000.0,329.1666666666667
9358,other,3,2500.0,3.0,1.0,1350000.0,540.0
9359,other,4,1584.0,3.0,2.0,725000.0,457.7020202020202
9360,other,3,1570.0,3.0,1.0,575000.0,366.2420382165605
9361,other,3,3000.0,3.0,3.0,2000000.0,666.6666666666666
9362,other,3,1350.0,3.0,1.0,1900000.0,1407.4074074074074
9363,other,6,2400.0,6.0,0.0,650000.0,270.8333333333333
9364,other,3,1680.0,3.0,2.0,425000.0,252.97619047619048
9365,other,2,1464.0,2.0,2.0,280000.0,191.2568306010929
9366,other,3,1750.0,3.0,1.0,900000.0,514.2857142857143
9367,other,2,1500.0,1.0,0.0,800000.0,533.3333333333334
9368,other,6,2100.0,6.0,1.0,1375000.0,654.7619047619048
9369,other,2,1200.0,2.0,3.0,250000.0,208.33333333333334
9370,other,1,705.0,1.0,2.0,182500.0,258.86524822695037
9371,other,3,1340.0,3.0,3.0,385000.0,287.3134328358209
9372,other,3,1800.0,3.0,2.0,350000.0,194.44444444444446
9373,other,2,925.0,2.0,3.0,210000.0,227.02702702702703
9374,other,2,1230.0,2.0,2.0,285000.0,231.70731707317074
9376,other,1,1260.0,1.0,1.0,205000.0,162.6984126984127
9377,other,2,1200.0,2.0,1.0,1080000.0,900.0
9378,other,2,1200.0,2.0,1.0,625000.0,520.8333333333334
9379,other,4,1270.0,2.0,1.0,875000.0,688.9763779527559
9380,other,1,700.0,1.0,1.0,810000.0,1157.142857142857
9381,other,3,1200.0,3.0,2.0,650000.0,541.6666666666666
9382,other,4,3595.0,6.0,2.0,1800000.0,500.6954102920723
9383,other,2,1100.0,2.0,1.0,197500.0,179.54545454545453
9384,other,3,2500.0,3.0,2.0,2125000.0,850.0
9385,other,4,3100.0,5.0,1.0,1925000.0,620.9677419354839
9386,other,2,1219.0,2.0,2.0,200000.0,164.06890894175552
9387,other,4,1200.0,4.0,1.0,750000.0,625.0
9388,other,3,3259.0,3.0,0.0,1350000.0,414.23749616446764
9389,other,4,3200.0,3.0,3.0,950000.0,296.875
9390,other,2,970.0,2.0,1.0,200000.0,206.18556701030928
9391,other,1,596.0,1.0,1.0,210000.0,352.3489932885906
9392,other,16,10000.0,16.0,1.0,2750000.0,275.0
9393,other,4,1200.0,4.0,3.0,550000.0,458.3333333333333
9394,other,3,1910.0,3.0,1.0,950000.0,497.3821989528796
9395,other,3,1405.0,2.0,2.0,350000.0,249.1103202846975
9396,other,3,1800.0,3.0,3.0,325000.0,180.55555555555554
9397,other,3,1750.0,3.0,3.0,745000.0,425.7142857142857
9398,other,3,1360.0,2.0,1.0,325000.0,238.97058823529412
9399,other,2,985.0,2.0,1.0,315000.0,319.79695431472084
9400,other,2,1300.0,2.0,1.0,645000.0,496.15384615384613
9401,other,3,1490.0,2.0,3.0,440000.0,295.3020134228188
